,08/09/2020,08/16/2020,08/23/2020,08/30/2020,09/06/2020,09/13/2020,09/20/2020,09/27/2020,10/04/2020,10/11/2020,10/18/2020,10/25/2020,11/01/2020,11/08/2020,11/15/2020,11/22/2020,11/29/2020,12/06/2020,12/13/2020,12/20/2020,12/27/2020,01/03/2021,01/10/2021,01/17/2021,01/24/2021,01/31/2021,02/07/2021,02/14/2021,02/21/2021,02/28/2021,03/07/2021,03/14/2021,03/21/2021,03/28/2021,04/04/2021,04/11/2021,04/18/2021,04/25/2021,05/02/2021,05/09/2021,05/16/2021,05/23/2021,05/30/2021,06/06/2021,06/13/2021,06/20/2021,06/27/2021,07/04/2021,07/11/2021,07/18/2021,07/25/2021,08/01/2021,08/08/2021,08/15/2021,08/22/2021,08/29/2021,09/05/2021,09/12/2021,09/19/2021,09/26/2021,10/03/2021,10/10/2021,10/17/2021,10/24/2021,10/31/2021,11/07/2021,11/14/2021,11/21/2021,11/28/2021,12/05/2021,12/12/2021,12/19/2021,12/26/2021,01/02/2222
net_sales_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388.75,5228.5,4977.25,5077.25
net_sales_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5755,7042.5,8032.5,8132.5
net_sales_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,2199,2820.75,2960.25,1809,3055.5,4004.28,4340,4440
net_sales_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254.75,2758.87,5817.75,6832,6761.25,6861.25
net_sales_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404.75,3132.75,3410,3133.25,3502.75,4255,4494.75,4612.5,5351.25,4984.5,5530.75,5764.25,6324.75,5683.5,4828.75,4856,6093,5988.5,5473,6036.25,5372.5,5836,6109.25,6056,6255.5,6188.75,5403,6057.75,6061.5,6853.5,6452,7167.5,7084.5,6859,7072.5,6949.75,6785.25,7441.5,6900,6931,4598.5,6183.5,5961,6332.25,6432.25
net_sales_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,3989.75,3864.5,4676.75,5056.25,5157.75,5052,5281.5,5058.75,5678,6060,6207.25,6780,6008.5,6707.75,6313.75,6999.75,7632,6071.5,6166.5,7118,7457.25,7305.5,6362.75,6658.5,7125.5,7091.75,7553.5,7415.75,6899.75,6410.75,6871.25,6749.5,7435.75,7361.05,7587,7396.75,6952.25,7979,7865,7321.75,7831,7959,7872,5543,7784,8443,8502.5,8602.5
net_sales_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.75,4656.75,5060.75,4900.5,5308,5730,5882.75,5976.75,5933.25,5087,5526.75,5600.25,4132,5621.5,6027.5,6294.75,6530,6911.5,7194.84,7711.25,7641.75,8196.5,7641.75,7633,8196.12,7799.5,8460.25,7689.43,7667,5252.5,7498.5,7853.25,8007.75,8107.75
net_sales_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3401,4740.5,4996.5,5096.5
net_sales_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.75,3709,3721.5,4590.75,4488.5,3857.25,2290,3901.5,3911.38,3960,4060
net_sales_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,889.75,977.25,998.25,1082.75,884,380.75,1238.75,1452.5,1408.75,1508.75
net_sales_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,5312.5,5315,5084.25,3532.25,4884.25,5468.25,5750.75,5850.75
net_sales_brooklyn_commons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.25,3106.75,4597,3820.5,4184.75,4406.25,4699.25,3698.5,4724,4860,5743.5,6924.5,7647.5,7480.25,7465.5,7190.75,7948.75,7261.75,7574.5,7437,7308.75,3495.5,6775.25,7534.75,6840,6940
net_sales_court_and_bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8623.25,13221,13118.5,12584,13114,12555.75,14427,14773,13861.75,14865.5,14276.75,13348,9596,12734.09,13947.75,14559.75,14659.75
net_sales_grand_army_plaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567.82,5943.54,6364.16,6548.82,5416.82,6301.02,5341.72,5806.76,5765.69,6939.18,7293.9,7130.01,8570.03,7424.77,8201.2,7287.81,6408.74,7855.83,7212.28,8499.36,3457.73,6871.49,6052.23,4947.92,5047.92
net_sales_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.25,9489.75,8612.75,8593.5,8699,7766.25,8311.75,8202.5,11159.25,7461,9056.5,10951.5,8776.75,9751.5,9585,10704.5,10672,6214.5,10397.75,9849.25,9641,9741
net_sales_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,4654,6144,6988.75,6883.5,8066.25,7967.25,7070.75,7688.25,8595,8834.5,9238,8075,8233.5,8525,9024,8875,9570,8392,8508,8622.5,8330.75,9644.75,10188.75,10071.5,10194.25,10643.75,11412.5,11752.75,11287.87,11773.25,11246.5,11283.5,6892.5,11360.5,11659.5,11332.75,11432.75
net_sales_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,100
net_sales_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.45,1207.95,1089.7,422.31,759.66,769.43,600.36,940.03,911.24,1169.37,1155.35,1264.76,1259.67,1344.94,1615.75,1362.82,1176.4,1474.72,702.77,946,1671,4690.39,5657.25,4984.44,5084.44
net_sales_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4488.5,6843.25,6775,6128,4473,4874,4673.5,5153.75,5883.25,5304.5,5594.25,4765.5,5845.37,7694.25,1133.5,5144.5,1704.25,182.25,0,0,0,0,41,0,0,0,0,0,0,100
net_sales_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077.75,6116.25,4785.5,4477.75,5680,5493.25,6310.5,6271.5,6508.5,6282.75,6971.75,6421.25,8941,7833,8890.75,6593.5,7803.5,8542.07,6961,6948,7712.25,7216.45,7877.25,4248,7022.27,6225,6099,6199
net_sales_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.25,4343.75,6632,6460.25,5768.25,5221.5,6315,5733.25,6452,7987,7712.25,2579.5,2880,5203.25,3681.25,4326,3247.75,4682.5,4219.25,6.5,4093.75,4803.5,4557,4657
net_sales_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,979.75,2290,3087.75,3788.75,8618.37,7174.25,8339.5,5589.5,2673,5205.75,7708.5,7467.5,8267,7751.5,7247.25,2694.48,5923.57,7349.97,6808.29,6908.29
net_sales_wythe_diner,1342.25,3389.25,3476,4922.5,5905,5161.25,4323.5,7506.25,7937.25,8157.25,9071.25,7313.75,8887,7237.25,8865,8318.74,7522.75,5601.5,6197,7448.75,7248.25,5168,4732.25,5708.49,6158.49,8448.5,5256.5,6861.5,6186.5,4916.25,5258.5,6500.5,7287.75,6180.5,7526.75,6877.38,7679.75,7585.25,8672,9273.75,8875.38,9998.94,31035,6503,9319.5,10326.13,9892.75,10476.25,8328,8208.25,8313.63,8330.75,9943.5,10287.25,10162,8592.37,9035.75,9206.5,10508.25,10603.38,10852.06,10481.25,28658.25,29945.94,27786,26869.75,16172.56,15501,16755.87,12345.75,24342.5,7449,10714.5,10814.5
cogs_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399.471,999.1524,1177.2393,1614.397,1681.412,1781.412
cogs_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.936,0,0,3646.646,1957.203,2100.935,2200.935
cogs_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875.545,4975.545
cogs_71st_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580.255,1933.6958,2274.294,2412.494,2643.966,2623.289,2800.36,2733.822,3092.74,2649.956,2814.712,2820.047,2425.725,1524.022,2607.1925,2979.929,3664.35,3764.35
cogs_80th_and_lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591.722,1807.598,1820.725,1920.725
cogs_88th_and_madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534.845,2302.716,2605.129,2705.129
cogs_9th_and_3rd_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3948.042,890.6953,1093.599,1146.338,671.3434,1184.522,1713.494,2236.008,2336.008
cogs_9th_and_ave_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579.645,965.6247,1978.4756,2441.506,2586.255,2686.255
cogs_bedford_and_grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682.647,1086.055,1075.648,1160.712,1314.449,1730.153,1734.4396,1954.887,2216.531,2039.068,2328.4658,2438.412,2779.881,2540.604,2152.351,2257.2153,2811.409,2705.846,2533.811,2867.219,2559.117,2738.861,3031.498,2876.1987,2523.863,2695.597,1993.046,2578.998,2483.955,2893.753,2592.112,2750.906,2706.841,2734.396,2597.202,2615.155,2673.423,2981.21,2789.539,2606.975,1738.665,2295.5079,2347.637,1943.605,2043.605
cogs_bedford_and_n_7th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.63,1279.222,1310.556,1554.778,1892.43,1999.752,1803.925,1968.755,1899.308,2136.401,2250.8612,2429.589,2464.335,2382.109,2624.8477,2379.896,2828.62,3253.298,2361.092,2509.2264,2946.249,3131.116,2988.851,2797.042,2741.362,2949.491,3003.542,3159.179,2674.066,2272.854,2059.394,2287.159,2347.7047,2512.181,2488.784,2397.966,2536.722,2202.747,2580.466,2528.175,2476.405,2606.721,2614.704,2558.813,1690.095,2531.7396,2918.797,3281.063,3381.063
cogs_bergen_and_nevins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.8,1793.724,1979.944,1948.688,2106.7671,2360.299,2396.057,2417.851,2412.518,2155.463,2367.929,2514.549,1872.3693,1926.488,1659.646,1866.499,2094.018,2156.7182,2166.985,2274.764,2691.521,2612.037,2419.329,2463.764,2757.239,2747.912,2951.578,2596.686,2545.953,1864.358,2343.5109,2712.738,2835.215,2935.215
cogs_bleecker_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928.778,1794.263,1912.892,2012.892
cogs_bowery_market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.157,1212.346,1088.827,1357.769,1315.764,1092.783,707.5139,1161.6698,1251.127,1279.399,1379.399
cogs_broadway_and_w_30th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504.527,328.3917,310.6245,300.1569,310.2995,297.8023,176.9509,364.18729,444.1876,429.1128,529.1128
cogs_broadway_and_w_79th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.401,1696.763,1774.696,1496.459,1094.145,1590.947,2339.819,2063.932,2163.932
cogs_brooklyn_commons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910.0361,1173.259,1738.973,1421.095,1681.052,1472.724,1387.043,1031.929,1322.788,1512.8072,1865.983,2069.93,2404.741,2263.605,2180.885,2179.256,2450.467,2297.972,2561.303,2632.669,2469.331,1129.402,2292.328,2687.24,2852.858,2952.858
cogs_court_and_bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7051.698,4091.318,4163.755,4085.892,4314.176,4233.716,4937.228,4890.864,4495.098,4985.315,4989.1,4469.411,3289.77,4176.9192,4816.832,5460.261,5560.261
cogs_grand_army_plaza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4567.82,5943.54,6364.16,6548.82,5416.82,6301.02,5341.72,5806.76,5765.69,6939.18,7293.9,7130.01,8570.03,7424.77,8201.2,7287.81,6408.74,7855.83,7212.28,8499.36,3457.73,6871.49,6052.23,4947.92,5047.92
cogs_jay_and_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565.6955,3311.996,2742.117,2766.736,3167.988,2505.9015,2706.211,2555.681,3654.373,2302.431,2796.301,3416.017,2664.915,3021.903,2923.079,3054.027,3324.318,1966.375,3187.8512,3259.011,3263.948,3363.948
cogs_lafayette_and_spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.687,1994.436,2668.944,2797.156,2953.367,3354.365,3288.616,2928.366,3113.5375,3628.474,3765.937,3940.107,3574.633,3442.87,3557.603,3788.288,3772.1464,3184.764,2666.411,2783.358,2825.043,2861.543,3432.006,3583.901,3588.623,3533.111,3756.357,4105.61,4135.229,3810.011,3936.411,4081.213,3848.491,2274.6136,3755.66906,4614.697,4769.894,4869.894
cogs_lincoln_place_and_5th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15456,21.16432,0,100
cogs_madison_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.45,1207.95,1089.7,422.31,759.66,769.43,600.36,940.03,911.24,1169.37,1155.35,1264.76,1259.67,1344.94,1615.75,1362.82,1176.4,1474.72,702.77,946,780.3093,515.7661,818.1054,765.3362,865.3362
cogs_mccarren_park_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257.01,2878.88,2740.357,2324.236,1773.3378,1993.983,1835.973,2132.852,2479.0599,1931.604,1589.552,1435.572,1683.143,1536.5821,312.8414,1502.912,533.8611,54.25859,0,0,0,0,24.18022,0,0,0,0,0,0,100
cogs_mccarren_park_south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138.693,2707.247,1952.9952,1851.588,2441.64,2288.23,2684.9463,1968.189,1694.505,1783.621,2247.192,1860.2152,2554.199,2143.756,2299.804,2018.8111,2339.644,2603.843,2172.869,2239.416,2418.541,2257.569,2396.851,1388.341,2108.9583,2159.827,2101.557,2201.557
cogs_smith_and_pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.669,1856.862,2817.034,2187.75,1763.732,1390.747,1724.71,1524.685,1754.505,2297.932,2350.256,893.4845,809.1272,1415.219,910.7331,1170.351,866.129,1419.163,1103.664,0,1057.78064,1497.622,1273.117,1373.117
cogs_washington_square_park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.2664,691.8489,795.4875,1040.9952,1561.161,1941.187,2373.474,1563.0784,795.8153,1534.592,2252.507,2100.159,2363.054,2197.865,2075.522,737.9307,1693.5883,2361.488,2942.929,3042.929
cogs_wythe_diner,517.146,1211.882,1232.123,1815.848,2215.808,1814.5383,1589.319,2499.619,2556.709,2276.7737,2774.268,2207.464,2629.891,2233.3979,3030.838,2814.947,2509.386,1875.299,2076.5188,2531.4,2363.916,1671.377,1623.2995,1860.761,2262.485,2090.692,1866.807,1638.919,1885.914,1776.154,2014.433,2315.379,2497.231,2288.054,2870.143,2380.633,2908.843,2868.148,3452.659,3680.925,3471.071,4073.962,4635.352,2989.901,3895.3975,4369.568,4159.345,4277.488,3586.193,3530.875,3623.737,3737.658,4229.3206,3482.869,3132.21,2644.432,2850.662,3086.634,3412.823,3552.473,3637.742,3458.997,3185.483,3554.548,3015.541,3112.239,2882.547,2571.27,2843.318,1324.123,2745.8806,3111.289,2871.108,2971.108
labor_13th_and_7th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735.153,2350.4,2658.033,2779.039,1694.063,1794.063
labor_21st_and_9th_ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.902,740.6277,0,2821.2853,3530.374,3234.477,3334.477
labor_5th_ave_and_lincoln_place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259.086,3359.086
